,ticker,quarter,year,priceToEarning,priceToBook,roe,roa,earningPerShare,bookValuePerShare,interestMargin,nonInterestOnToi,badDebtPercentage,provisionOnBadDebt,costOfFinancing,equityOnTotalAsset,equityOnLoan,costToIncome,equityOnLiability,epsChange,assetOnEquity,preProvisionOnToi,postTaxOnToi,loanOnEarnAsset,loanOnAsset,loanOnDeposit,depositOnEarnAsset,badDebtOnAsset,liquidityOnLiability,payableOnEquity,cancelDebt,bookValuePerShareChange,creditGrowth,industry,organName
163,DQC,Q3,2021,32.4,0.7,0.021,0.013,704,33574,,,,,,0.659,,,2.0,-0.053,1.5,,,,,,,,,0.5,,0.0,,Hàng cá nhân & Gia dụng,Công ty Cổ phần Tập đoàn Điện Quang
164,GDT,Q3,2021,14.9,3.7,0.253,0.186,3305,13231,,,,,,0.744,,,2.9,-0.185,1.3,,,,,,,,,0.3,,-0.071,,Hàng cá nhân & Gia dụng,Công ty Cổ phần Chế biến Gỗ Đức Thành
165,KSD,Q3,2021,-21.2,0.6,-0.026,-0.026,-222,8328,,,,,,0.963,,,26.0,-0.54,1.0,,,,,,,,,0.0,,0.021,,Hàng cá nhân & Gia dụng,Công ty Cổ phần Đầu tư DNA
166,RAL,Q3,2021,9.6,2.9,0.335,0.089,15310,51086,,,,,,0.241,,,0.3,-0.071,4.1,,,,,,,,,3.1,,0.036,,Hàng cá nhân & Gia dụng,Công ty Cổ phần Bóng đèn Phích nước Rạng Đông
167,SHE,Q3,2021,8.2,1.5,0.195,0.115,1511,8207,,,,,,0.539,,,1.2,-0.083,1.9,,,,,,,,,0.9,,0.041,,Hàng cá nhân & Gia dụng,Công ty Cổ phần Phát triển Năng Lượng Sơn Hà
168,TLG,Q3,2021,11.4,1.8,0.157,0.119,3483,22521,,,,,,0.776,,,3.5,-0.313,1.3,,,,,,,,,0.3,,-0.061,,Hàng cá nhân & Gia dụng,Công ty Cổ phần Tập đoàn Thiên Long
169,XHC,Q3,2021,7.3,2.2,0.304,0.15,3405,11148,,,,,,0.468,,,0.9,0.62,2.1,,,,,,,,,1.1,,0.102,,Hàng cá nhân & Gia dụng,Công ty Cổ phần Xuân Hòa Việt Nam
170,AAT,Q3,2021,42.1,2.9,0.07,0.047,434,6385,,,,,,0.629,,,1.7,-0.028,1.6,,,,,,,,,0.6,,0.005,,Hàng cá nhân & Gia dụng,Công ty Cổ phần Tập đoàn Tiên Sơn Thanh Hóa
171,BDG,Q3,2021,14.7,3.3,0.223,0.121,2832,12711.0,,,,,,0.537,,,1.2,-0.179,1.9,,,,,,,,,0.9,,,,Hàng cá nhân & Gia dụng,Công ty Cổ phần May mặc Bình Dương
172,BKG,Q3,2021,30.3,1.8,0.062,0.052,336,5638,,,,,,0.82,,,5.1,-0.023,1.2,,,,,,,,,0.2,,0.011,,Hàng cá nhân & Gia dụng,Công ty Cổ phần Đầu tư BKG Việt Nam
173,STK,Q3,2021,14.1,3.2,0.247,0.148,2887,12580,,,,,,0.626,,,1.7,0.184,1.6,,,,,,,,,0.6,,0.056,,Hàng cá nhân & Gia dụng,Công ty Cổ phần Sợi Thế Kỷ
174,ADS,Q3,2021,17.8,3.3,0.206,0.049,1463,7957,,,,,,0.264,,,0.4,0.084,3.8,,,,,,,,,2.8,,0.084,,Hàng cá nhân & Gia dụng,Công ty Cổ phần DAMSAN
175,DM7,Q3,2021,2.1,0.4,0.216,0.115,3300,16079,,,,,,0.576,,,1.4,0.043,1.7,,,,,,,,,0.7,,0.054,,Hàng cá nhân & Gia dụng,Công ty Cổ phần Dệt may 7
176,EVE,Q3,2021,15.6,0.8,0.049,0.034,1070,21881,,,,,,0.752,,,3.0,-0.203,1.3,,,,,,,,,0.3,,0.005,,Hàng cá nhân & Gia dụng,Công ty Cổ phần Everpia
177,FTM,Q3,2021,-1.1,1.1,-0.665,-0.118,-3614,3623,,,,,,0.117,,,0.1,-0.061,8.5,,,,,,,,,7.5,,-0.171,,Hàng cá nhân & Gia dụng,Công ty Cổ phần Đầu tư và Phát triển Đức Quân
178,M10,Q3,2021,8.1,1.5,0.194,0.041,2325,12242,,,,,,0.203,,,0.3,0.101,4.9,,,,,,,,,3.9,,0.043,,Hàng cá nhân & Gia dụng,Tổng công ty May 10 - Công ty Cổ phần
179,GIL,Q3,2021,14.2,3.2,0.251,0.106,4606,20406,,,,,,0.464,,,0.9,-0.176,2.2,,,,,,,,,1.1,,0.012,,Hàng cá nhân & Gia dụng,Công ty Cổ phần Sản xuất Kinh doanh Xuất nhập khẩu Bình Thạnh
180,GMC,Q3,2021,19.9,1.3,0.066,0.042,1300,20256,,,,,,0.817,,,4.5,-0.052,1.2,,,,,,,,,0.2,,-0.009,,Hàng cá nhân & Gia dụng,Công ty Cổ phần Garmex Sài Gòn
181,HSM,Q3,2021,10.7,0.5,0.05,0.012,1170,23740,,,,,,0.237,,,0.4,0.227,4.2,,,,,,,,,2.7,,0.022,,Hàng cá nhân & Gia dụng,Tổng Công ty Cổ phần Dệt May Hà Nội
182,HTG,Q3,2021,6.3,1.3,0.229,0.057,3008,14276,,,,,,0.246,,,0.4,0.457,4.1,,,,,,,,,2.8,,0.13,,Hàng cá nhân & Gia dụng,Tổng Công ty Cổ phần Dệt may Hòa Thọ
183,HUG,Q3,2021,7.1,1.7,0.253,0.122,4024,16353,,,,,,0.489,,,1.1,0.03,2.0,,,,,,,,,0.9,,0.099,,Hàng cá nhân & Gia dụng,Tổng công ty May Hưng Yên - Công ty Cổ phần
184,KMR,Q3,2021,45.8,0.7,0.016,0.009,168,10776,,,,,,0.553,,,1.2,-0.203,1.8,,,,,,,,,0.8,,0.002,,Hàng cá nhân & Gia dụng,Công ty Cổ phần Mirae
185,CVT,Q3,2021,13.9,1.9,0.14,0.058,2828,20569,,,,,,0.321,,,0.5,-0.029,3.1,,,,,,,,,2.1,,0.055,,Xây dựng và Vật liệu,Công ty Cổ phần CMC
186,CX8,Q3,2021,-40.5,0.7,-0.017,-0.004,-172,10088,,,,,,0.231,,,0.3,2.438,4.3,,,,,,,,,3.3,,-0.009,,Xây dựng và Vật liệu,Công ty Cổ phần Đầu tư và Xây lắp Constrexim số 8
187,DPG,Q3,2021,8.9,2.7,0.349,0.075,5924,19862,,,,,,0.232,,,0.4,0.228,4.3,,,,,,,,,2.3,,0.056,,Xây dựng và Vật liệu,Công ty Cổ phần Tập đoàn Đạt Phương
188,DC2,Q3,2021,12.5,1.9,0.174,0.032,944,6383,,,,,,0.207,,,0.3,-0.46,4.8,,,,,,,,,3.8,,0.251,,Xây dựng và Vật liệu,Công ty Cổ phần Đầu tư Phát triển - Xây dựng (DIC) số 2
189,DC4,Q3,2021,16.3,1.7,0.11,0.063,794,7545,,,,,,0.545,,,1.2,0.07,1.8,,,,,,,,,0.8,,0.058,,Xây dựng và Vật liệu,Công ty Cổ phần Xây dựng DIC Holdings
190,DHA,Q3,2021,7.5,1.5,0.205,0.19,5936,29534,,,,,,0.934,,,14.2,-0.08,1.1,,,,,,,,,0.1,,0.041,,Xây dựng và Vật liệu,Công ty Cổ phần Hóa An
191,DIC,Q3,2021,-3.9,0.5,-0.11,-0.009,-465,3336,,,,,,0.06,,,0.1,-0.832,16.6,,,,,,,,,14.5,,0.319,,Xây dựng và Vật liệu,Công ty Cổ phần Đầu tư và Thương mại DIC
192,DID,Q3,2021,62.2,0.8,0.013,0.006,141,10633,,,,,,0.463,,,0.9,-0.109,2.2,,,,,,,,,1.2,,0.0,,Xây dựng và Vật liệu,Công ty Cổ phần DIC - Đồng Tiến
193,DIH,Q3,2021,289.1,2.3,0.008,0.001,121,15271,,,,,,0.104,,,0.1,-0.025,9.7,,,,,,,,,8.7,,0.0,,Xây dựng và Vật liệu,Công ty Cổ phần Đầu tư Phát triển Xây dựng - Hội An
194,DLR,Q3,2021,-8.2,-2.3,0.333,-0.055,-849,-3097,,,,,,-0.212,,,-0.2,-0.077,-4.7,,,,,,,,,-5.7,,0.079,,Xây dựng và Vật liệu,Công ty Cổ phần Địa ốc Đà Lạt
195,DNP,Q3,2021,232.4,1.8,0.008,0.001,84,11218,,,,,,0.094,,,0.4,-0.133,10.7,,,,,,,,,2.8,,0.001,,Xây dựng và Vật liệu,Công ty Cổ phần DNP Holding
196,BDT,Q3,2021,12.2,2.1,0.175,0.084,2426,14341,,,,,,0.469,,,0.9,-0.028,2.1,,,,,,,,,1.1,,0.069,,Xây dựng và Vật liệu,Công ty Cổ phần Xây lắp và Vật liệu xây dựng Đồng Tháp
197,DTC,Q3,2021,15.4,1.0,0.066,0.019,674,10340,,,,,,0.309,,,0.4,-0.28,3.2,,,,,,,,,2.2,,-0.043,,Xây dựng và Vật liệu,Công ty Cổ phần Viglacera Đông Triều
198,DSG,Q3,2021,-8.7,3.3,-0.213,-0.102,-659,1735,,,,,,0.333,,,0.5,0.128,3.0,,,,,,,,,2.0,,-0.271,,Xây dựng và Vật liệu,Công ty Cổ phần Kính Đáp Cầu
199,DXV,Q3,2021,-14.8,0.5,-0.03,-0.025,-335,10866,,,,,,0.843,,,5.4,0.632,1.2,,,,,,,,,0.2,,-0.009,,Xây dựng và Vật liệu,Công ty Cổ phần VICEM Vật liệu Xây dựng Đà Nẵng
200,EIC,Q3,2021,4.1,1.0,0.252,0.237,2994,12942,,,,,,0.954,,,20.9,1.326,1.0,,,,,,,,,0.0,,0.13,,Xây dựng và Vật liệu,Công ty Cổ phần EVN Quốc Tế
201,ROS,Q3,2021,16.2,0.5,0.031,0.016,324,10644,,,,,,0.516,,,1.1,-0.006,1.9,,,,,,,,,0.9,,0.0,,Xây dựng và Vật liệu,Công ty Cổ phần Xây dựng FLC FAROS
202,FCM,Q3,2021,15.4,0.6,0.037,0.023,425,11507,,,,,,0.587,,,1.8,0.053,1.7,,,,,,,,,0.6,,0.015,,Xây dựng và Vật liệu,Công ty Cổ phần Khoáng sản FECON
203,FCN,Q3,2021,18.5,1.0,0.052,0.017,737,14288,,,,,,0.296,,,0.5,-0.166,3.4,,,,,,,,,2.0,,0.008,,Xây dựng và Vật liệu,Công ty Cổ phần FECON
204,FIC,Q3,2021,19.0,1.4,0.079,0.04,945,12645,,,,,,0.569,,,1.3,-0.114,1.8,,,,,,,,,0.8,,0.001,,Xây dựng và Vật liệu,Tổng Công ty Vật liệu Xây dựng số 1 - Công ty Cổ phần
205,GAB,Q3,2021,1623.3,17.9,0.011,0.006,120,10919,,,,,,0.549,,,1.2,-0.018,1.8,,,,,,,,,0.8,,0.001,,Xây dựng và Vật liệu,Công ty Cổ phần Đầu tư Khai khoáng & Quản lý Tài sản FLC
206,GMX,Q3,2021,9.3,1.9,0.214,0.141,2378,11588,,,,,,0.636,,,1.7,-0.224,1.6,,,,,,,,,0.6,,0.011,,Xây dựng và Vật liệu,Công ty Cổ phần Gạch ngói Gốm xây dựng Mỹ Xuân
207,HC3,Q3,2021,6.9,0.9,0.141,0.112,4364,32163,,,,,,0.807,,,7.1,-0.058,1.2,,,,,,,,,0.1,,0.033,,Xây dựng và Vật liệu,Công ty Cổ phần Xây dựng số 3 Hải Phòng
208,HID,Q3,2021,9.3,0.8,0.095,0.037,729,8030,,,,,,0.398,,,1.0,-37.962,2.5,,,,,,,,,1.0,,0.006,,Xây dựng và Vật liệu,Công ty Cổ phần Halcom Vietnam
209,HHV,Q3,2021,28.8,1.3,0.046,0.009,703,15655,,,,,,0.193,,,0.3,0.217,5.2,,,,,,,,,3.4,,0.013,,Xây dựng và Vật liệu,Công ty Cổ phần Đầu tư Hạ tầng Giao thông Đèo Cả
210,HAN,Q3,2021,39.2,1.3,0.032,0.008,348,10436,,,,,,0.22,,,0.3,0.024,4.5,,,,,,,,,3.1,,-0.041,,Xây dựng và Vật liệu,Tổng Công ty Xây dựng Hà Nội - CTCP
211,HAS,Q3,2021,23.8,0.6,0.027,0.018,483,18051,,,,,,0.666,,,2.0,-0.083,1.5,,,,,,,,,0.5,,0.002,,Xây dựng và Vật liệu,Công ty Cổ phần Hacisco
212,HBC,Q3,2021,44.3,1.1,0.025,0.006,326,13364,,,,,,0.232,,,0.4,-0.3,4.3,,,,,,,,,2.8,,0.002,,Xây dựng và Vật liệu,Công ty Cổ phần Tập đoàn Xây dựng Hòa Bình
213,HCC,Q3,2021,23.5,1.0,0.041,0.021,493,11457,,,,,,0.501,,,1.0,0.881,2.0,,,,,,,,,1.0,,0.005,,Xây dựng và Vật liệu,Công ty Cổ phần Bê tông Hòa Cầm - Intimex
214,HDA,Q3,2021,18.6,2.3,0.129,0.066,874,7184,,,,,,0.515,,,1.3,-0.174,1.9,,,,,,,,,0.8,,0.029,,Xây dựng và Vật liệu,Công ty Cổ phần Hãng sơn Đông Á
215,GMD,Q3,2021,32.5,2.6,0.08,0.047,1525,19307,,,,,,0.596,,,2.0,0.068,1.7,,,,,,,,,0.5,,-0.041,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Gemadept
216,GIC,Q3,2021,7.9,1.1,0.143,0.117,2655,18890,,,,,,0.926,,,12.6,-0.14,1.1,,,,,,,,,0.1,,-0.003,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Đầu tư Dịch vụ và Phát triển Xanh
217,GSP,Q3,2021,13.1,1.9,0.15,0.064,1204,8115,,,,,,0.397,,,0.7,0.085,2.5,,,,,,,,,1.5,,0.044,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Vận tải Sản phẩm Khí Quốc tế
218,HAH,Q3,2021,16.2,3.8,0.257,0.121,2763,11859,,,,,,0.448,,,1.2,0.315,2.2,,,,,,,,,0.8,,0.08,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Vận tải và Xếp dỡ Hải An
219,HCT,Q3,2021,-338.1,0.7,-0.002,-0.002,-42,20146,,,,,,0.87,,,6.7,-1.364,1.1,,,,,,,,,0.1,,0.005,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Thương mại - Dịch vụ - Vận tải Xi măng Hải Phòng
220,HMH,Q3,2021,8.8,0.7,0.078,0.071,1471,18926,,,,,,0.893,,,8.8,-0.114,1.1,,,,,,,,,0.1,,0.011,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Hải Minh
221,HTV,Q3,2021,11.3,0.6,0.052,0.04,1296,24894,,,,,,0.75,,,3.0,-0.21,1.3,,,,,,,,,0.3,,0.009,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Logistics Vicem
222,ILB,Q3,2021,10.3,1.8,0.184,0.051,3069,17233,,,,,,0.293,,,0.5,0.04,3.4,,,,,,,,,2.1,,0.034,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần ICD Tân Cảng - Long Bình
223,IST,Q3,2021,7.7,2.0,0.247,0.088,3464,13587,,,,,,0.357,,,0.6,-0.018,2.8,,,,,,,,,1.8,,0.052,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần ICD Tân Cảng Sóng Thần
224,MHC,Q3,2021,4.5,0.7,0.175,0.084,2330,14485,,,,,,0.44,,,0.8,-0.52,2.3,,,,,,,,,1.3,,-0.064,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần MHC
225,NAP,Q3,2021,13.8,1.0,0.072,0.062,770,10610,,,,,,0.832,,,4.9,0.129,1.2,,,,,,,,,0.2,,-0.057,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Cảng Nghệ Tĩnh
226,NCT,Q3,2021,9.2,5.1,0.528,0.432,8451,15378,,,,,,0.809,,,4.2,0.034,1.2,,,,,,,,,0.2,,-0.068,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Dịch vụ Hàng hóa Nội Bài
227,PAP,Q3,2021,-641.0,1.9,-0.003,-0.003,-22,7605,,,,,,0.955,,,21.2,0.127,1.0,,,,,,,,,0.0,,0.0,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Dầu khí đầu tư khai thác Cảng Phước An
228,PCT,Q3,2021,32.9,1.4,0.044,0.037,261,6011,,,,,,0.886,,,7.8,-0.013,1.1,,,,,,,,,0.1,,0.006,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Vận tải Khí và Hóa chất Việt Nam
229,PDN,Q3,2021,19.5,4.8,0.266,0.161,4658,18729,,,,,,0.604,,,1.5,-0.058,1.7,,,,,,,,,0.7,,0.058,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Cảng Đồng Nai
230,PDV,Q3,2021,28.6,1.3,0.046,0.02,355,7926,,,,,,0.419,,,0.7,2.049,2.4,,,,,,,,,1.4,,0.051,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Vận tải và Tiếp vận Phương Đông Việt
231,PHP,Q3,2021,18.3,2.3,0.131,0.09,1600,12647,,,,,,0.691,,,4.2,-0.006,1.4,,,,,,,,,0.2,,-0.02,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Cảng Hải Phòng
232,PJT,Q3,2021,17.3,0.9,0.06,0.027,660,12596,,,,,,0.478,,,0.9,-0.438,2.1,,,,,,,,,1.1,,0.347,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Vận tải Xăng dầu đường thủy Petrolimex
233,PNP,Q3,2021,13.0,2.6,0.205,0.103,2589,12944,,,,,,0.494,,,1.0,-0.002,2.0,,,,,,,,,1.0,,0.06,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Tân Cảng – Phú Hữu
234,PRC,Q3,2021,24.8,0.9,0.035,0.016,820,23531,,,,,,0.474,,,0.9,-0.168,2.1,,,,,,,,,1.1,,0.002,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Logistics Portserco
235,PSC,Q3,2021,15.5,1.1,0.07,0.031,1160,16267,,,,,,0.437,,,0.8,-0.306,2.3,,,,,,,,,1.3,,-0.005,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Sài Gòn
236,PSP,Q3,2021,21.8,1.0,0.048,0.039,570,12181,,,,,,0.844,,,5.4,-0.186,1.2,,,,,,,,,0.2,,0.005,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Cảng Dịch vụ Dầu khí Đình Vũ
237,PTS,Q3,2021,9.2,0.7,0.071,0.023,1169,16548,,,,,,0.346,,,0.5,-0.335,2.9,,,,,,,,,1.9,,-0.007,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Hải Phòng
238,PSN,Q3,2021,12.3,0.9,0.073,0.048,960,13164,,,,,,0.664,,,2.0,-0.016,1.5,,,,,,,,,0.5,,0.018,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Dịch vụ Kỹ thuật PTSC Thanh Hóa
239,PVT,Q3,2021,9.8,1.4,0.152,0.061,2269,15406,,,,,,0.384,,,1.0,-0.019,2.6,,,,,,,,,1.0,,0.021,,Hàng & Dịch vụ Công nghiệp,Tổng Công ty Cổ phần Vận tải Dầu khí
240,PVP,Q3,2021,7.4,1.1,0.162,0.093,2467,15912,,,,,,0.628,,,1.7,-0.2,1.6,,,,,,,,,0.6,,0.026,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Vận tải Dầu khí Thái Bình Dương
241,PQN,Q3,2021,6.2,1.2,0.218,0.023,640,3266,,,,,,0.121,,,0.1,0.002,8.3,,,,,,,,,7.3,,0.066,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Dịch vụ Dầu khí Quảng Ngãi PTSC
242,DS3,Q3,2021,10.0,0.6,0.065,0.05,702,10795,,,,,,0.762,,,3.2,0.067,1.3,,,,,,,,,0.3,,0.02,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần DS3
243,SGN,Q3,2021,43.4,2.9,0.064,0.049,1517,22856,,,,,,0.776,,,4.7,-0.24,1.3,,,,,,,,,0.2,,-0.014,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Phục vụ mặt đất Sài Gòn
244,SFI,Q3,2021,7.4,1.3,0.195,0.149,4353,23866,,,,,,0.769,,,3.4,-0.098,1.3,,,,,,,,,0.3,,0.037,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Đại lý Vận tải SAFI
245,SGS,Q3,2021,9.2,1.4,0.153,0.12,1970,12894,,,,,,0.777,,,4.3,0.061,1.3,,,,,,,,,0.2,,0.04,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Vận tải biển Sài Gòn
246,STG,Q3,2021,10.8,1.5,0.146,0.094,2427,17780,,,,,,0.632,,,2.0,-0.007,1.6,,,,,,,,,0.5,,0.038,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Kho Vận Miền Nam
